image,height,width,classID,xtl,ytl,xbr,ybr
V006_77_0_00_10_01_13_0_b08_20201020_0025_S01_1.jpg,3000,4000,1,1026,934,2009,2034
V006_77_0_00_10_01_13_0_b08_20201020_0026_S01_1.jpg,3000,4000,1,1123,887,2486,2019
V006_77_0_00_10_01_13_0_b08_20201020_0027_S01_1.jpg,3000,4000,1,1555,1044,2972,2765
V006_77_0_00_10_01_13_0_b08_20201020_0028_S01_1.jpg,3000,4000,1,1131,628,3071,2673
V006_77_0_00_10_01_13_0_b08_20201020_0029_S01_1.jpg,3000,4000,1,658,116,3208,2515
V006_77_0_00_10_01_13_0_b08_20201020_0030_S01_1.jpg,3000,4000,1,198,306,2745,2945
V006_77_0_00_10_01_13_0_b08_20201020_0031_S01_1.jpg,3000,4000,1,1271,1200,2635,2333
V006_77_0_00_10_01_13_0_b08_20201020_0032_S01_1.jpg,3000,4000,1,1343,1156,2671,2313
V006_77_0_00_10_01_13_0_b08_20201020_0033_S01_1.jpg,3000,4000,1,1115,752,2971,2693
V006_77_0_00_10_01_13_0_b08_20201020_0034_S01_1.jpg,3000,4000,1,1068,900,2967,2773
V006_77_0_00_10_01_13_0_b08_20201020_0035_S01_1.jpg,3000,4000,1,1001,962,2452,2185
V006_77_0_00_10_01_13_0_b08_20201020_0036_S01_1.jpg,3000,4000,1,1516,1217,2760,2213
V006_77_0_00_10_01_13_0_b08_20201020_0037_S01_1.jpg,3000,4000,1,1276,940,2969,2306
V006_77_0_00_10_01_13_0_b08_20201020_0038_S01_1.jpg,3000,4000,1,1165,1025,2292,2293
V006_77_0_00_10_01_13_0_b08_20201020_0039_S01_1.jpg,3000,4000,1,988,813,2904,2181
V006_77_0_00_10_01_13_0_b08_20201020_0040_S01_1.jpg,3000,4000,1,1828,1187,2664,1820
V006_77_0_00_10_01_13_0_b08_20201020_0041_S01_1.jpg,3000,4000,1,162,108,3293,3000
V006_77_0_00_10_01_13_0_b08_20201020_0042_S01_1.jpg,3000,4000,1,1177,1756,2330,2921
V006_77_0_00_10_01_13_0_b08_20201020_0043_S01_1.jpg,3000,4000,1,1205,1342,2330,2474
V006_77_0_00_10_01_13_0_b08_20201020_0044_S01_1.jpg,3000,4000,1,1145,1198,2349,2140
V006_77_0_00_10_01_13_0_b08_20201020_0045_S01_1.jpg,3000,4000,1,1322,1106,2325,2184
V006_77_0_00_10_01_13_0_b08_20201020_0046_S01_1.jpg,3000,4000,1,1534,1034,2463,2254
V006_77_0_00_10_01_13_0_b08_20201020_0047_S01_1.jpg,3000,4000,1,1740,59,3718,1560
V006_77_0_00_10_01_13_0_b08_20201020_0048_S01_1.jpg,3000,4000,1,1374,1230,2133,2262
V006_77_0_00_10_01_13_0_b08_20201020_0049_S01_1.jpg,3000,4000,1,1625,1395,2560,2064
V006_77_0_00_10_01_13_0_b08_20201020_0050_S01_1.jpg,3000,4000,1,1208,1000,2317,2106
V006_77_0_00_10_01_13_0_b08_20201020_0051_S01_1.jpg,3000,4000,1,1239,1031,2125,2349
V006_77_0_00_10_01_13_0_b08_20201020_0052_S01_1.jpg,3000,4000,1,1553,1325,2517,2562
V006_77_0_00_10_01_13_0_b08_20201020_0053_S01_1.jpg,3000,4000,1,1554,872,3000,2548
V006_77_0_00_10_01_13_0_b08_20201020_0054_S01_1.jpg,3000,4000,1,1309,1130,2334,2111
V006_77_0_00_10_01_13_0_b08_20201020_0055_S01_1.jpg,3000,4000,1,1279,1114,2334,1882
V006_77_0_00_10_01_13_0_b08_20201020_0056_S01_1.jpg,3000,4000,1,1263,667,3014,1933
V006_77_0_00_10_01_13_0_b08_20201020_0057_S01_1.jpg,3000,4000,1,1795,1032,3128,2037
V006_77_0_00_10_01_13_0_b08_20201020_0058_S01_1.jpg,3000,4000,1,1189,414,3045,2880
V006_77_0_00_10_01_13_0_b08_20201020_0059_S01_1.jpg,3000,4000,1,1003,759,2965,2544
V006_77_0_00_10_01_13_0_b08_20201020_0060_S01_1.jpg,3000,4000,1,1500,1220,3029,2723
V006_77_0_00_10_01_13_0_b08_20201020_0061_S01_1.jpg,3000,4000,1,815,896,3060,2577
V006_77_0_00_10_01_13_0_b08_20201020_0062_S01_1.jpg,3000,4000,1,1268,1209,2260,2220
V006_77_0_00_10_01_13_0_b08_20201020_0063_S01_1.jpg,3000,4000,1,1328,942,2568,2242
V006_77_0_00_10_01_13_0_b08_20201020_0064_S01_1.jpg,3000,4000,1,1376,1000,2708,1904
V006_77_0_00_10_01_13_0_b08_20201020_0065_S01_1.jpg,3000,4000,1,1268,1068,2764,2084
V006_77_0_00_10_01_13_0_b08_20201020_0066_S01_1.jpg,3000,4000,1,779,708,3100,2305
V006_77_0_00_10_01_13_0_b08_20201020_0067_S01_1.jpg,3000,4000,1,1350,1010,2473,1950
V006_77_0_00_10_01_13_0_b08_20201020_0068_S01_1.jpg,3000,4000,1,897,1060,3009,2373
V006_77_0_00_10_01_13_0_b08_20201020_0069_S01_1.jpg,3264,2448,1,71,1073,1220,1867
V006_77_0_00_10_01_13_0_b08_20201020_0070_S01_1.jpg,3000,4000,1,715,1180,2496,2409
V006_77_0_00_10_01_13_0_b08_20201020_0071_S01_1.jpg,3000,4000,1,1236,744,2000,1852
V006_77_0_00_10_01_13_0_b08_20201020_0072_S01_1.jpg,3000,4000,1,1041,1064,2284,2284
V006_77_0_00_10_01_13_0_b08_20201020_0073_S01_1.jpg,3000,4000,1,1036,1185,2630,2331
V006_77_0_00_10_01_13_0_b08_20201020_0074_S01_1.jpg,3000,4000,1,1140,744,2604,2569
V006_77_0_00_10_01_13_0_b08_20201020_0075_S01_1.jpg,3000,4000,1,1348,892,2789,2325
V006_77_0_00_10_01_13_0_b08_20201020_0076_S01_1.jpg,3000,4000,1,1492,1136,2941,2693
V006_77_0_00_10_01_13_0_b08_20201020_0077_S01_1.jpg,3000,4000,1,1168,816,2813,2204
V006_77_0_00_10_01_13_0_b08_20201020_0078_S01_1.jpg,3000,4000,1,1576,648,2737,2381
V006_77_0_00_10_01_13_0_b08_20201020_0079_S01_1.jpg,3000,4000,1,1260,978,2424,1771
V006_77_0_00_10_01_13_0_b08_20201020_0080_S01_1.jpg,3000,4000,1,1433,1011,3053,2329
V006_77_0_00_10_01_13_0_b08_20201020_0081_S01_1.jpg,3000,4000,1,1264,960,2424,1864
V006_77_0_00_10_01_13_0_b08_20201020_0082_S01_1.jpg,3000,4000,1,1170,348,3236,1916
V006_77_0_00_10_01_13_0_b08_20201020_0083_S01_1.jpg,3000,4000,1,1304,424,2792,1540
V006_77_0_00_10_01_13_0_b08_20201020_0084_S01_1.jpg,3000,4000,1,1195,1068,2960,2501
V006_77_0_00_10_01_13_0_b08_20201020_0085_S01_1.jpg,3000,4000,1,1756,568,2976,2104
V006_77_0_00_10_01_13_0_b08_20201020_0086_S01_1.jpg,3000,4000,1,983,1256,2780,2485
V006_77_0_00_10_01_13_0_b08_20201020_0087_S01_1.jpg,3000,4000,1,911,1068,2664,2337
V006_77_0_00_10_01_13_0_b08_20201020_0088_S01_1.jpg,3000,4000,1,1059,1352,2532,2273
V006_77_0_00_10_01_13_0_b08_20201020_0089_S01_1.jpg,3000,4000,1,1044,1133,1986,2501
V006_77_0_00_10_01_13_0_b08_20201020_0090_S01_1.jpg,3000,4000,1,1292,1033,2110,2020
V006_77_0_00_10_01_13_0_b08_20201020_0091_S01_1.jpg,3000,4000,1,1382,854,2692,2717
V006_77_0_00_10_01_13_0_b08_20201020_0092_S01_1.jpg,3000,4000,1,757,364,2374,2465
V006_77_0_00_10_01_13_0_b08_20201020_0093_S01_1.jpg,3000,4000,1,1217,604,2980,2176
V006_77_0_00_10_01_13_0_b08_20201020_0094_S01_1.jpg,3000,4000,1,1160,688,2816,2161
V006_77_0_00_10_01_13_0_b09_20201020_0000_S01_1.jpg,1860,4032,1,1312,170,3640,1637
V006_77_0_00_10_01_13_0_b09_20201020_0001_S01_1.jpg,1860,4032,1,1668,624,2680,1363
V006_77_0_00_10_01_13_0_b09_20201020_0002_S01_1.jpg,1860,4032,1,1435,211,3592,1700
V006_77_0_00_10_01_13_0_b09_20201020_0003_S01_1.jpg,1860,4032,1,795,270,2680,1630
V006_77_0_00_10_01_13_0_b09_20201020_0004_S01_1.jpg,1860,4032,1,1790,618,3020,1428
V006_77_0_00_10_01_13_0_b09_20201020_0005_S01_1.jpg,1860,4032,1,1788,718,2844,1530
V006_77_0_00_10_01_13_0_b09_20201020_0006_S01_1.jpg,1860,4032,1,1883,617,3071,1363
V006_77_0_00_10_01_13_0_b09_20201020_0007_S01_1.jpg,1860,4032,1,1914,513,3034,1201
V006_77_0_00_10_01_13_0_b09_20201020_0008_S01_1.jpg,1860,4032,1,1830,426,3609,1283
V006_77_0_00_10_01_13_0_b09_20201020_0009_S01_1.jpg,1860,4032,1,1584,770,3011,1510
V006_77_0_00_10_01_13_0_b09_20201020_0010_S01_1.jpg,1860,4032,1,1881,524,3256,1313
V006_77_0_00_10_01_13_0_b09_20201020_0011_S01_1.jpg,1860,4032,1,2288,654,3322,1269
V006_77_0_00_10_01_13_0_b09_20201020_0012_S01_1.jpg,1860,4032,1,1622,656,3142,1648
V006_77_0_00_10_01_13_0_b09_20201020_0013_S01_1.jpg,1860,4032,1,1611,425,3041,1509
V006_77_0_00_10_01_13_0_b09_20201020_0014_S01_1.jpg,1860,4032,1,1679,231,3909,1848
V006_77_0_00_10_01_13_0_b09_20201020_0015_S01_1.jpg,1860,4032,1,1853,552,2998,1480
V006_77_0_00_10_01_13_0_b09_20201020_0016_S01_1.jpg,1860,4032,1,1946,296,3023,1602
V006_77_0_00_10_01_13_0_b09_20201020_0017_S01_1.jpg,1860,4032,1,1764,117,3651,1415
V006_77_0_00_10_01_13_0_b09_20201020_0018_S01_1.jpg,1860,4032,1,2094,559,3253,1364
V006_77_0_00_10_01_13_0_b09_20201020_0019_S01_1.jpg,1860,4032,1,72,0,1914,1691
V006_77_0_00_10_01_13_0_b09_20201020_0020_S01_1.jpg,1860,4032,1,1611,606,2824,1529
V006_77_0_00_10_01_13_0_b09_20201020_0021_S01_1.jpg,1860,4032,1,1599,237,3749,1799
V006_77_0_00_10_01_13_0_b09_20201020_0022_S01_1.jpg,1860,4032,1,1113,9,3262,1805
V006_77_0_00_10_01_13_0_b09_20201020_0023_S01_1.jpg,1860,4032,1,1675,614,3219,1731
V006_77_0_00_10_01_13_0_b09_20201020_0024_S01_1.jpg,1860,4032,1,1940,917,2491,1408
V006_77_0_00_10_01_13_0_b09_20201020_0025_S01_1.jpg,1860,4032,1,1228,16,3941,1819
V006_77_0_00_10_01_13_0_b09_20201020_0026_S01_1.jpg,1860,4032,1,1770,751,2634,1394
V006_77_0_00_10_01_13_0_b09_20201020_0027_S01_1.jpg,1860,4032,1,2016,845,2938,1499
V006_77_0_00_10_01_13_0_b09_20201020_0028_S01_1.jpg,1860,4032,1,1371,9,4028,1846
V006_77_0_00_10_01_13_0_b09_20201020_0029_S01_1.jpg,1860,4032,1,2019,985,2627,1409
V006_77_0_00_10_01_13_0_b09_20201020_0030_S01_1.jpg,1860,4032,1,1872,691,2621,1272
V006_77_0_00_10_01_13_0_b09_20201020_0031_S01_1.jpg,1860,4032,1,1785,540,2892,1365
V006_77_0_00_10_01_13_0_b09_20201020_0032_S01_1.jpg,1860,4032,1,2015,587,2974,1315
V006_77_0_00_10_01_13_0_b09_20201020_0033_S01_1.jpg,1860,4032,1,1563,720,2325,1730
V006_77_0_00_10_01_13_0_b09_20201020_0034_S01_1.jpg,1860,4032,1,1680,779,2684,1424
V006_77_0_00_10_01_13_0_b09_20201020_0035_S01_1.jpg,1860,4032,1,1661,612,2621,1273
V006_77_0_00_10_01_13_0_b09_20201020_0036_S01_1.jpg,1860,4032,1,2103,717,3002,1303
V006_77_0_00_10_01_13_0_b09_20201020_0037_S01_1.jpg,1860,4032,1,1552,343,3424,1604
V006_77_0_00_10_01_13_0_b09_20201020_0038_S01_1.jpg,1860,4032,1,1998,552,2999,1296
V006_77_0_00_10_01_13_0_b09_20201020_0039_S01_1.jpg,1860,4032,1,1741,377,2493,910
V006_77_0_00_10_01_13_0_b09_20201020_0040_S01_1.jpg,1860,4032,1,1581,679,2658,1473
V006_77_0_00_10_01_13_0_b09_20201020_0041_S01_1.jpg,1860,4032,1,1808,505,2592,1109
V006_77_0_00_10_01_13_0_b09_20201020_0042_S01_1.jpg,1860,4032,1,1878,741,2875,1388
V006_77_0_00_10_01_13_0_b09_20201020_0043_S01_1.jpg,1860,4032,1,1842,846,2836,1591
V006_77_0_00_10_01_13_0_b09_20201020_0044_S01_1.jpg,1860,4032,1,1990,827,2787,1394
V006_77_0_00_10_01_13_0_b09_20201020_0045_S01_1.jpg,1860,4032,1,2126,548,3014,1429
V006_77_0_00_10_01_13_0_b09_20201020_0046_S01_1.jpg,1860,4032,1,1778,660,2995,1469
V006_77_0_00_10_01_13_0_b09_20201020_0047_S01_1.jpg,1860,4032,1,2045,788,2917,1375
V006_77_0_00_10_01_13_0_b09_20201020_0048_S01_1.jpg,1860,4032,1,2064,754,3186,1381
V006_77_0_00_10_01_13_0_b09_20201020_0049_S01_1.jpg,1860,4032,1,2027,951,3198,1600
V006_77_0_00_10_01_13_0_b09_20201020_0050_S01_1.jpg,1860,4032,1,1642,271,2679,851
V006_77_0_00_10_01_13_0_b09_20201020_0051_S01_1.jpg,1860,4032,1,1853,762,2795,1313
V006_77_0_00_10_01_13_0_b09_20201020_0052_S01_1.jpg,1860,4032,1,1732,751,2588,1316
V006_77_0_00_10_01_13_0_b09_20201020_0053_S01_1.jpg,1860,4032,1,1848,749,2742,1331
V006_77_0_00_10_01_13_0_b09_20201020_0054_S01_1.jpg,1860,4032,1,1947,576,2539,1450
V006_77_0_00_10_01_13_0_b09_20201020_0055_S01_1.jpg,1860,4032,1,2125,679,2674,1498
V006_77_0_00_10_01_13_0_b09_20201020_0056_S01_1.jpg,1860,4032,1,2029,687,2800,1256
V006_77_0_00_10_01_13_0_c34_20201020_0000_S01_1.jpg,3024,4032,1,1468,857,2285,2021
V006_77_0_00_10_01_13_0_c34_20201020_0001_S01_1.jpg,3024,4032,1,1502,802,2916,2501
V006_77_0_00_10_01_13_0_c34_20201020_0002_S01_1.jpg,3024,4032,1,1398,798,2759,2411
V006_77_0_00_10_01_13_0_c34_20201020_0003_S01_1.jpg,3024,4032,1,1147,1673,2177,2739
V006_77_0_00_10_01_13_0_c34_20201020_0004_S01_1.jpg,3024,4032,1,1538,1165,2621,2305
V006_77_0_00_10_01_13_0_c34_20201020_0005_S01_1.jpg,3024,4032,1,1176,719,2752,1785
V006_77_0_00_10_01_13_0_c34_20201020_0006_S01_1.jpg,3024,4032,1,1345,848,2378,2224
V006_77_0_00_10_01_13_0_c34_20201020_0007_S01_1.jpg,3024,4032,1,1157,869,2947,2258
V006_77_0_00_10_01_13_0_c34_20201020_0008_S01_1.jpg,3024,4032,1,1374,1002,2274,2163
V006_77_0_00_10_01_13_0_c34_20201020_0009_S01_1.jpg,3024,4032,1,1482,841,2546,2511
V006_77_0_00_10_01_13_0_c34_20201020_0010_S01_1.jpg,3024,4032,1,1650,969,2599,2365
V006_77_0_00_10_01_13_0_c34_20201020_0011_S01_1.jpg,3024,4032,1,1698,1237,2686,2779
V006_77_0_00_10_01_13_0_c34_20201020_0012_S01_1.jpg,3024,4032,1,1487,1069,2761,1955
V006_77_0_00_10_01_13_0_c34_20201020_0013_S01_1.jpg,3024,4032,1,1403,921,2530,2288
V006_77_0_00_10_01_13_0_c34_20201020_0014_S01_1.jpg,3024,4032,1,1424,898,2299,2021
V006_77_0_00_10_01_13_0_c34_20201020_0015_S01_1.jpg,3024,4032,1,1222,1080,2618,2088
V006_77_0_00_10_01_13_0_c34_20201020_0016_S01_1.jpg,3024,4032,1,1439,1009,2378,2218
V006_77_0_00_10_01_13_0_c34_20201020_0017_S01_1.jpg,3024,4032,1,1265,548,2738,2176
V006_77_0_00_10_01_13_0_c34_20201020_0018_S01_1.jpg,3024,4032,1,1313,1196,2598,2052
V006_77_0_00_10_01_13_0_c34_20201020_0019_S01_1.jpg,3024,4032,1,1591,852,2593,2295
V006_77_0_00_10_01_13_0_c34_20201020_0020_S01_1.jpg,3024,4032,1,1194,1234,2643,2119
V006_77_0_00_10_01_13_0_c34_20201020_0021_S01_1.jpg,3024,4032,1,1413,875,2344,2145
V006_77_0_00_10_01_13_0_c34_20201020_0022_S01_1.jpg,3024,4032,1,807,623,2561,2123
V006_77_0_00_10_01_13_0_c34_20201020_0023_S01_1.jpg,3024,4032,1,1198,959,2715,2164
V006_77_0_00_10_01_13_0_c34_20201020_0024_S01_1.jpg,3024,4032,1,1658,1123,2386,2133
V006_77_0_00_10_01_13_0_c34_20201020_0025_S01_1.jpg,3024,4032,1,1458,553,2525,2184
V006_77_0_00_10_01_13_0_c34_20201020_0026_S01_1.jpg,3024,4032,1,1057,937,2445,2048
V006_77_0_00_10_01_13_0_c34_20201020_0027_S01_1.jpg,3024,4032,1,1133,1069,2713,2370
V006_77_0_00_10_01_13_0_c34_20201020_0028_S01_1.jpg,3024,4032,1,1377,656,2862,2262
V006_77_0_00_10_01_13_0_c34_20201020_0029_S01_1.jpg,3024,4032,1,1738,796,2807,2459
V006_77_0_00_10_01_13_0_c34_20201020_0030_S01_1.jpg,3024,4032,1,1651,824,2514,2189
V006_77_0_00_10_01_13_0_c34_20201020_0031_S01_1.jpg,3024,4032,1,792,532,2481,2537
V006_77_0_00_10_01_13_0_c34_20201020_0032_S01_1.jpg,3024,4032,1,1428,606,2477,2019
V006_77_0_00_10_01_13_0_c34_20201020_0033_S01_1.jpg,3024,4032,1,1284,952,2372,2453
V006_77_0_00_10_01_13_0_c34_20201020_0034_S01_1.jpg,3024,4032,1,1716,556,2916,2333
V006_77_0_00_10_01_13_0_c34_20201020_0035_S01_1.jpg,3024,4032,1,1412,884,2720,2180
V006_77_0_00_10_01_13_0_c34_20201020_0036_S01_1.jpg,3024,4032,1,1428,895,2487,2245
V006_77_0_00_10_01_13_0_c34_20201020_0037_S01_1.jpg,3024,4032,1,1734,942,2969,2076
V006_77_0_00_10_01_13_0_c34_20201020_0038_S01_1.jpg,3024,4032,1,1229,947,2607,2054
V006_77_0_00_10_01_13_0_c34_20201020_0039_S01_1.jpg,3024,4032,1,1434,856,2506,1980
V006_77_0_00_10_01_13_0_c34_20201020_0040_S01_1.jpg,3024,4032,1,1362,1024,2470,1836
V006_77_0_00_10_01_13_0_c34_20201020_0041_S01_1.jpg,3024,4032,1,1642,928,2598,2397
V006_77_0_00_10_01_13_0_c34_20201020_0042_S01_1.jpg,3024,4032,1,1764,784,2874,2034
V006_77_0_00_10_01_13_0_c34_20201020_0043_S01_1.jpg,3024,4032,1,1824,735,2591,1888
V006_77_0_00_10_01_13_0_c34_20201020_0044_S01_1.jpg,3024,4032,1,419,680,1867,1780
V006_77_0_00_10_01_13_0_c34_20201020_0045_S01_1.jpg,3024,4032,1,1183,950,2607,2013
V006_77_0_00_10_01_13_0_c34_20201020_0046_S01_1.jpg,3024,4032,1,1305,915,2365,2201
V006_77_0_00_10_01_13_0_c34_20201020_0047_S01_1.jpg,3024,4032,1,1400,870,2265,2131
V006_77_0_00_10_01_13_0_c34_20201020_0048_S01_1.jpg,3024,4032,1,1615,797,2765,2406
V006_77_0_00_10_01_13_0_c34_20201020_0049_S01_1.jpg,3024,4032,1,1572,918,2723,2443
V006_77_0_00_10_01_13_0_c34_20201020_0050_S01_1.jpg,3024,4032,1,1650,960,2655,1738
V006_77_0_00_10_01_13_0_c34_20201020_0051_S01_1.jpg,3024,4032,1,1675,960,2690,2181
V006_77_0_00_10_01_13_0_c34_20201020_0052_S01_1.jpg,3024,4032,1,1256,984,2748,2253
V006_77_0_00_10_01_13_0_c34_20201020_0053_S01_1.jpg,3024,4032,1,1694,1060,2698,2226
V006_77_0_00_10_01_13_0_c34_20201020_0054_S01_1.jpg,3024,4032,1,1356,752,2346,1882
V006_77_0_00_10_01_13_0_c34_20201020_0055_S01_1.jpg,3024,4032,1,1446,974,2491,2169
V006_77_0_00_10_01_13_0_c34_20201020_0056_S01_1.jpg,3024,4032,1,1541,722,2578,2020
V006_77_0_00_10_01_13_0_c34_20201020_0057_S01_1.jpg,3024,4032,1,1451,1017,2391,2250
V006_77_0_00_10_01_13_0_c34_20201020_0058_S01_1.jpg,3024,4032,1,1429,983,2105,1990
V006_77_0_00_10_01_13_0_c34_20201020_0059_S01_1.jpg,3024,4032,1,1885,1496,3003,2188
V006_77_0_00_10_01_13_0_c34_20201020_0060_S01_1.jpg,3024,4032,1,1276,989,2649,2055
V006_77_0_00_10_01_13_0_c34_20201020_0061_S01_1.jpg,3024,4032,1,1310,293,2764,2408
V006_77_0_00_10_01_13_0_c34_20201020_0062_S01_1.jpg,3024,4032,1,1638,993,2509,2264
V006_77_0_00_10_01_13_0_c35_20201020_0000_S01_1.jpg,3024,4032,1,1558,578,3239,2733
V006_77_0_00_10_01_13_0_c35_20201020_0001_S01_1.jpg,3024,4032,1,1349,994,3046,2024
V006_77_0_00_10_01_13_0_c35_20201020_0002_S01_1.jpg,3024,4032,1,1157,1407,2790,2327
V006_77_0_00_10_01_13_0_c35_20201020_0003_S01_1.jpg,3024,4032,1,699,1021,2590,2122
V006_77_0_00_10_01_13_0_c35_20201020_0004_S01_1.jpg,3024,4032,1,1239,845,2475,2670
V006_77_0_00_10_01_13_0_c35_20201020_0005_S01_1.jpg,3024,4032,1,1345,912,3046,2036
V006_77_0_00_10_01_13_0_c35_20201020_0006_S01_1.jpg,3024,4032,1,1470,1129,2771,2019
V006_77_0_00_10_01_13_0_c35_20201020_0007_S01_1.jpg,3024,4032,1,592,905,2821,2115
V006_77_0_00_10_01_13_0_c35_20201020_0008_S01_1.jpg,3024,4032,1,1143,970,3514,2181
V006_77_0_00_10_01_13_0_c35_20201020_0009_S01_1.jpg,3024,4032,1,709,1104,2906,2693
V006_77_0_00_10_01_13_0_c35_20201020_0010_S01_1.jpg,3024,4032,1,1325,812,2806,2573
V006_77_0_00_10_01_13_0_c35_20201020_0011_S01_1.jpg,3024,4032,1,943,712,3616,2625
V006_77_0_00_10_01_13_0_c35_20201020_0012_S01_1.jpg,3024,4032,1,1397,130,3184,2545
V006_77_0_00_10_01_13_0_c35_20201020_0013_S01_1.jpg,3024,4032,1,1292,1404,3145,2933
V006_77_0_00_10_01_13_0_c35_20201020_0014_S01_1.jpg,3024,4032,1,420,732,2712,2257
V006_77_0_00_10_01_13_0_c35_20201020_0015_S01_1.jpg,3024,4032,1,1399,39,3391,2857
V006_77_0_00_10_01_13_0_c35_20201020_0016_S01_1.jpg,3024,4032,1,1061,577,4032,3014
V006_77_0_00_10_01_13_0_c35_20201020_0017_S01_1.jpg,3024,4032,1,861,510,3450,2335
V006_77_0_00_10_01_13_0_c35_20201020_0018_S01_1.jpg,3024,4032,1,1381,632,3362,2543
V006_77_0_00_10_01_13_0_c35_20201020_0019_S01_1.jpg,3024,4032,1,1468,120,3479,2717
V006_77_0_00_10_01_13_0_c35_20201020_0020_S01_1.jpg,3024,4032,1,1676,476,3818,2603
V006_77_0_00_10_01_13_0_c35_20201020_0021_S01_1.jpg,3024,4032,1,857,416,2990,2649
V006_77_0_00_10_01_13_0_c35_20201020_0022_S01_1.jpg,3024,4032,1,809,592,3278,2261
V006_77_0_00_10_01_13_0_c35_20201020_0023_S01_1.jpg,3024,4032,1,921,748,3374,2397
V006_77_0_00_10_01_13_0_c35_20201020_0024_S01_1.jpg,3024,4032,1,1521,1076,2946,2853
V006_77_0_00_10_01_13_0_c35_20201020_0025_S01_1.jpg,3024,4032,1,1040,976,2920,3024
V006_77_0_00_10_01_13_0_c35_20201020_0026_S01_1.jpg,3024,4032,1,699,914,2200,2455
V006_77_0_00_10_01_13_0_c35_20201020_0027_S01_1.jpg,3024,4032,1,1286,1108,2271,2333
V006_77_0_00_10_01_13_0_c35_20201020_0028_S01_1.jpg,3024,4032,1,574,1056,1771,2301
V006_77_0_00_10_01_13_0_c35_20201020_0029_S01_1.jpg,3024,4032,1,1218,832,2611,2489
V006_77_0_00_10_01_13_0_c35_20201020_0030_S01_1.jpg,3024,4032,1,1090,272,2659,2553
V006_77_0_00_10_01_13_0_c35_20201020_0031_S01_1.jpg,3024,4032,1,986,340,2979,2357
V006_77_0_00_10_01_13_0_c35_20201020_0032_S01_1.jpg,3024,4032,1,930,884,2147,2661
V006_77_0_00_10_01_13_0_c35_20201020_0033_S01_1.jpg,3024,4032,1,1202,1226,2587,2318
V006_77_0_00_10_01_13_0_c35_20201020_0034_S01_1.jpg,3024,4032,1,1960,299,2813,1548
V006_77_0_00_10_01_13_0_c35_20201020_0035_S01_1.jpg,3024,4032,1,1406,997,2224,2058
V006_77_0_00_10_01_13_0_c35_20201020_0036_S01_1.jpg,3024,4032,1,1115,740,3124,2285
V006_77_0_00_10_01_13_0_c35_20201020_0037_S01_1.jpg,3024,4032,1,1203,660,2916,2901
