filename,height,width,diseaseID,risk,classID,xtl,ytl,xbr,ybr
V006_77_1_16_10_03_13_1_3374r_20200922_6.jpg,3024,3024,16,1,3,521,259,2932,2592
V006_77_1_16_10_03_13_1_3374r_20200922_7.jpg,3024,3024,16,1,3,304,117,2872,2859
V006_77_1_16_10_03_13_1_3374r_20200922_8.jpg,3024,3024,16,1,3,610,220,3024,2560
V006_77_1_16_10_03_13_1_3374r_20201006_10.jpg,3024,3024,16,1,3,589,314,2579,2305
V006_77_1_16_10_03_13_1_3374r_20201006_11.jpg,3024,3024,16,1,3,332,624,2664,2788
V006_77_1_16_10_03_13_1_3374r_20201006_12.jpg,3024,3024,16,1,3,648,556,3020,2908
V006_77_1_16_10_03_13_1_3374r_20201006_13.jpg,3024,3024,16,1,3,404,534,2688,2879
V006_77_1_16_10_03_13_1_3374r_20201006_14.jpg,3024,3024,16,1,3,704,706,2972,2932
V006_77_1_16_10_03_13_1_3374r_20201006_15.jpg,3024,3024,16,1,3,420,500,2440,2288
V006_77_1_16_10_03_13_1_4571r_20200917_1.jpg,3024,3024,16,1,3,308,544,2888,2631
V006_77_1_16_10_03_13_1_4571r_20200922_6.jpg,3024,3024,16,1,3,386,622,2594,2526
V006_77_1_16_10_03_13_1_4571r_20201006_10.jpg,3024,3024,16,1,3,270,354,2972,2816
V006_77_1_16_10_03_13_1_4571r_20201006_11.jpg,3024,3024,16,1,3,354,174,2686,2604
V006_77_1_16_10_03_13_1_4571r_20201006_13.jpg,3024,3024,16,1,3,524,716,2630,2364
V006_77_1_16_10_03_13_1_4571r_20201006_14.jpg,3024,3024,16,1,3,504,264,2946,2530
V006_77_1_16_10_03_13_1_4571r_20201006_15.jpg,3024,3024,16,1,3,148,378,2590,2728
V006_77_1_16_10_03_13_1_4571r_20201006_16.jpg,3024,3024,16,1,3,296,334,2856,2868
V006_77_1_16_10_03_13_1_4571r_20201006_17.jpg,3024,3024,16,1,3,330,312,2800,2726
V006_77_1_16_10_03_13_1_4571r_20201006_18.jpg,3024,3024,16,1,3,456,372,2708,2612
V006_77_1_16_10_03_13_1_4571r_20201006_9.jpg,3024,3024,16,1,3,336,370,2628,2730
V006_77_1_16_10_03_13_1_4571r_20201012_20.jpg,3024,3024,16,1,3,116,520,2572,2668
V006_77_1_16_10_03_13_1_4571r_20201012_21.jpg,3024,3024,16,1,3,480,580,2868,2716
V006_77_1_16_10_03_13_1_4571r_20201012_23.jpg,3024,3024,16,1,3,368,396,2788,2520
V006_77_1_16_10_03_13_1_4571r_20201012_24.jpg,3024,3024,16,1,3,376,180,2848,2472
V006_77_1_16_10_03_13_1_4571r_20201012_25.jpg,3024,3024,16,1,3,450,456,2643,2503
V006_77_1_16_10_03_13_1_4571r_20201012_26.jpg,3024,3024,16,1,3,850,889,2462,2371
V006_77_1_16_10_03_13_1_4571r_20201012_27.jpg,3024,3024,16,1,3,668,693,2678,2569
V006_77_1_16_10_03_13_1_4571r_20201012_28.jpg,3024,3024,16,1,3,286,354,2980,2675
V006_77_1_16_10_03_13_1_4571r_20201019_30.jpg,3024,3024,16,1,3,477,565,2970,2666
V006_77_1_16_10_03_13_1_4571r_20201019_33.jpg,3024,3024,16,1,3,514,108,2996,2301
V006_77_1_16_10_03_13_1_4571r_20201019_34.jpg,3024,3024,16,1,3,314,536,2714,2815
V006_77_1_16_10_03_13_1_4571r_20201019_35.jpg,3024,3024,16,1,3,416,666,2806,2867
V006_77_1_16_10_03_13_1_4571r_20201019_36.jpg,3024,3024,16,1,3,316,377,3018,2659
V006_77_1_16_10_03_13_1_4571r_20201019_37.jpg,3024,3024,16,1,3,368,308,2928,2570
V006_77_1_16_10_03_13_1_4571r_20201019_38.jpg,3024,3024,16,1,3,144,1227,2918,2751
V006_77_1_16_10_03_13_1_4571r_20201026_40.jpg,3024,3024,16,1,3,364,297,2860,2587
V006_77_1_16_10_03_13_1_4571r_20201026_41.jpg,3024,3024,16,1,3,446,312,3024,2731
V006_77_1_16_10_03_13_1_4571r_20201026_43.jpg,3024,3024,16,1,3,282,324,2780,2699
V006_77_1_16_10_03_13_1_4571r_20201026_44.jpg,3024,3024,16,1,3,232,472,2504,2561
V006_77_1_16_10_03_13_1_4571r_20201026_45.jpg,3024,3024,16,1,3,2,71,2898,2465
V006_77_1_16_10_03_13_1_4571r_20201102_51.JPG,3024,3024,16,1,3,590,1558,1582,2482
V006_77_1_16_10_03_13_1_4571r_20201102_55.JPG,3024,3024,16,1,3,614,1353,1499,2202
V006_77_1_16_10_03_13_1_4571r_20201102_56.JPG,3024,3024,16,1,3,399,71,3024,2186
V006_77_1_16_10_03_13_1_4571r_20201102_58.JPG,3024,3024,16,1,3,402,971,2204,2360
V006_77_1_16_10_03_13_1_4571r_20201102_59.JPG,3024,3024,16,1,3,446,6,3024,2857
V006_77_1_16_10_03_13_1_4571r_20201102_60.JPG,3024,3024,16,1,3,790,813,3024,2541
V006_77_1_16_10_03_13_1_4571r_20201102_61.JPG,3024,3024,16,1,3,264,0,3024,2609
V006_77_1_16_10_03_13_1_4571r_20201130_103.jpg,3024,3024,16,1,3,1,210,2464,2493
V006_77_1_16_10_03_13_1_4571r_20201130_107.jpg,3024,3024,16,1,3,526,25,3023,2407
V006_77_1_16_10_03_13_1_4571r_20201130_109.jpg,3024,3024,16,1,3,956,206,2720,1552
V006_77_1_16_10_03_13_1_4571r_20201130_112.jpg,3024,3024,16,1,3,2,275,2664,3024
V006_77_1_16_10_03_13_1_4571r_20201130_117.jpg,3024,3024,16,1,3,914,412,2696,2817
V006_77_1_16_10_03_13_1_4571r_20201130_119.jpg,3024,3024,16,1,3,742,514,2463,2701
V006_77_1_16_10_03_13_1_4571r_20201130_121.jpg,3024,3024,16,1,3,0,8,2851,2709
V006_77_1_16_10_03_13_1_4571r_20201130_124.jpg,3024,3024,16,1,3,0,383,2366,2681
V006_77_1_16_10_03_13_1_4571r_20201130_126.JPG,3024,3024,16,1,3,258,499,3024,3024
V006_77_1_16_10_03_13_1_4571r_20201130_127.JPG,3024,3024,16,1,3,216,3,3024,3024
V006_77_1_16_10_03_13_1_4571r_20201130_130.JPG,3024,3024,16,1,3,0,112,3020,3023
V006_77_1_16_10_03_13_1_4571r_20201130_131.JPG,3024,3024,16,1,3,130,345,3024,3024
V006_77_1_16_10_03_13_1_4571r_20201130_132.JPG,3024,3024,16,1,3,282,934,2602,3024
V006_77_1_16_10_03_13_1_4571r_20201130_137.jpg,3024,3024,16,1,3,3,364,2532,2697
V006_77_1_16_10_03_13_1_5216r_20201006_10.jpg,3024,3024,16,1,3,224,482,2595,2612
V006_77_1_16_10_03_13_1_5216r_20201006_11.jpg,3024,3024,16,1,3,228,102,2995,2720
V006_77_1_16_10_03_13_1_5216r_20201006_16.jpg,3024,3024,16,1,3,196,538,2572,2750
V006_77_1_16_10_03_13_1_5216r_20201006_17.jpg,3024,3024,16,1,3,272,224,2884,2528
V006_77_1_16_10_03_13_1_5216r_20201006_18.jpg,3024,3024,16,1,3,108,317,2580,2642
V006_77_1_16_10_03_13_1_5216r_20201012_19.jpg,3024,3024,16,1,3,209,495,2668,2445
V006_77_1_16_10_03_13_1_5216r_20201012_20.jpg,3024,3024,16,1,3,192,361,2748,2676
V006_77_1_16_10_03_13_1_5216r_20201012_21.jpg,3024,3024,16,1,3,275,450,2676,2610
V006_77_1_16_10_03_13_1_5216r_20201012_23.jpg,3024,3024,16,1,3,70,544,2471,2736
V006_77_1_16_10_03_13_1_5216r_20201012_24.jpg,3024,3024,16,1,3,265,419,2718,2597
V006_77_1_16_10_03_13_1_5216r_20201012_25.jpg,3024,3024,16,1,3,22,218,2633,2919
V006_77_1_16_10_03_13_1_5216r_20201012_27.jpg,3024,3024,16,1,3,256,278,2633,2614
V006_77_1_16_10_03_13_1_5216r_20201012_28.jpg,3024,3024,16,1,3,276,874,2473,2766
V006_77_1_16_10_03_13_1_5216r_20201019_29.jpg,3024,3024,16,1,3,426,754,2243,2466
V006_77_1_16_10_03_13_1_5216r_20201019_32.jpg,3024,3024,16,1,3,596,374,2773,2616
V006_77_1_16_10_03_13_1_5216r_20201019_33.jpg,3024,3024,16,1,3,466,84,2753,2656
V006_77_1_16_10_03_13_1_5216r_20201019_34.jpg,3024,3024,16,1,3,216,354,2353,2786
V006_77_1_16_10_03_13_1_5216r_20201019_35.jpg,3024,3024,16,1,3,0,584,2333,2826
V006_77_1_16_10_03_13_1_5216r_20201019_36.jpg,3024,3024,16,1,3,556,342,2773,2656
V006_77_1_16_10_03_13_1_5216r_20201019_38.jpg,3024,3024,16,1,3,306,246,2693,2426
V006_77_1_16_10_03_13_1_5216r_20201026_40.jpg,3024,3024,16,1,3,278,114,2973,2716
V006_77_1_16_10_03_13_1_5216r_20201026_41.jpg,3024,3024,16,1,3,326,434,2483,2686
V006_77_1_16_10_03_13_1_5216r_20201026_42.jpg,3024,3024,16,1,3,136,344,2833,2816
V006_77_1_16_10_03_13_1_5216r_20201026_44.jpg,3024,3024,16,1,3,106,174,2883,2706
V006_77_1_16_10_03_13_1_5216r_20201026_45.jpg,3024,3024,16,1,3,143,175,3022,2424
V006_77_1_16_10_03_13_1_5216r_20201026_46.jpg,3024,3024,16,1,3,75,0,2943,2646
V006_77_1_16_10_03_13_1_5216r_20201026_47.jpg,3024,3024,16,1,3,265,354,2703,2436
V006_77_1_16_10_03_13_1_5216r_20201026_48.jpg,3024,3024,16,1,3,186,284,2843,2656
V006_77_1_16_10_03_13_1_5216r_20201102_49.JPG,3024,3024,16,1,3,856,0,3024,3024
V006_77_1_16_10_03_13_1_5216r_20201102_50.JPG,3024,3024,16,1,3,777,384,2523,3024
V006_77_1_16_10_03_13_1_5216r_20201102_51.JPG,3024,3024,16,1,3,516,0,3024,3024
V006_77_1_16_10_03_13_1_5216r_20201102_52.JPG,3024,3024,16,1,3,456,1214,2603,2604
V006_77_1_16_10_03_13_1_5216r_20201102_54.JPG,3024,3024,16,1,3,505,0,3024,2306
V006_77_1_16_10_03_13_1_5216r_20201102_55.JPG,3024,3024,16,1,3,0,1316,1549,2420
V006_77_1_16_10_03_13_1_5216r_20201102_56.JPG,3024,3024,16,1,3,1236,1563,3024,2946
V006_77_1_16_10_03_13_1_5216r_20201102_57.JPG,3024,3024,16,1,3,906,1055,3024,2776
V006_77_1_16_10_03_13_1_5216r_20201102_58.JPG,3024,3024,16,1,3,2071,7,3024,1771
V006_77_1_16_10_03_13_1_5216r_20201102_59.JPG,3024,3024,16,1,3,506,0,3024,2856
V006_77_1_16_10_03_13_1_5216r_20201102_60.JPG,3024,3024,16,1,3,436,564,3003,2826
V006_77_1_16_10_03_13_1_5216r_20201102_61.JPG,3024,3024,16,1,3,400,953,2083,2570
V006_77_1_16_10_03_13_1_5216r_20201109_62.JPG,3024,3024,16,1,3,0,0,2693,2706
V006_77_1_16_10_03_13_1_5216r_20201130_101.jpg,3024,3024,16,1,3,0,1152,2277,3024
V006_77_1_16_10_03_13_1_5216r_20201130_104.jpg,3024,3024,16,1,3,0,474,2127,3024
V006_77_1_16_10_03_13_1_5216r_20201130_105.jpg,3024,3024,16,1,3,700,122,2749,2614
V006_77_1_16_10_03_13_1_5216r_20201130_106.jpg,3024,3024,16,1,3,216,0,2773,3024
V006_77_1_16_10_03_13_1_5216r_20201130_107.jpg,3024,3024,16,1,3,146,74,2973,3024
V006_77_1_16_10_03_13_1_5216r_20201130_108.jpg,3024,3024,16,1,3,369,30,2879,2353
V006_77_1_16_10_03_13_1_5216r_20201130_109.jpg,3024,3024,16,1,3,416,474,2833,3016
V006_77_1_16_10_03_13_1_5216r_20201130_110.jpg,3024,3024,16,1,3,160,414,2227,2350
V006_77_1_16_10_03_13_1_5216r_20201130_111.jpg,3024,3024,16,1,3,686,298,2723,2956
V006_77_1_16_10_03_13_1_5216r_20201130_114.jpg,3024,3024,16,1,3,49,1855,861,2792
V006_77_1_16_10_03_13_1_5216r_20201130_115.jpg,3024,3024,16,1,3,399,460,2083,2576
V006_77_1_16_10_03_13_1_5216r_20201130_116.jpg,3024,3024,16,1,3,396,804,2539,2080
V006_77_1_16_10_03_13_1_5216r_20201130_117.jpg,3024,3024,16,1,3,36,774,2139,2300
V006_77_1_16_10_03_13_1_5216r_20201130_118.jpg,3024,3024,16,1,3,626,404,2599,2800
V006_77_1_16_10_03_13_1_5216r_20201130_119.jpg,3024,3024,16,1,3,176,1224,2944,2440
V006_77_1_16_10_03_13_1_5216r_20201130_123.jpg,3024,3024,16,1,3,396,164,2829,3024
V006_77_1_16_10_03_13_1_5216r_20201130_125.jpg,3024,3024,16,1,3,0,44,2669,3024
V006_77_1_16_10_03_13_1_6629r_20200917_2.JPG,3024,3024,16,1,3,79,74,3024,2688
V006_77_1_16_10_03_13_1_6629r_20200917_3.JPG,3024,3024,16,1,3,164,0,3024,3024
V006_77_1_16_10_03_13_1_6629r_20200917_4.JPG,3024,3024,16,1,3,784,526,3024,3024
V006_77_1_16_10_03_13_1_9939r_20200917_2.jpg,3024,3024,16,1,3,449,295,2961,2656
V006_77_1_16_10_03_13_1_9939r_20200922_6.jpg,3024,3024,16,1,3,616,448,2624,2316
V006_77_1_16_10_03_13_1_9939r_20201006_11.JPG,3024,3024,16,1,3,0,0,2716,3024
V006_77_1_16_10_03_13_1_9939r_20201006_14.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201006_16.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201006_17.JPG,3024,3024,16,1,3,0,2,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201006_18.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201006_9.JPG,3024,3024,16,1,3,628,947,1753,3024
V006_77_1_16_10_03_13_1_9939r_20201012_23.JPG,3024,3024,16,1,3,7,627,2864,3024
V006_77_1_16_10_03_13_1_9939r_20201012_24.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201012_28.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201019_20.JPG,3024,3024,16,1,3,0,676,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201019_21.JPG,3024,3024,16,1,3,4,810,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201019_22.JPG,3024,3024,16,1,3,0,68,1730,1593
V006_77_1_16_10_03_13_1_9939r_20201019_23.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201019_24.JPG,3024,3024,16,1,3,640,328,2710,3024
V006_77_1_16_10_03_13_1_9939r_20201019_25.JPG,3024,3024,16,1,3,1276,0,3024,2949
V006_77_1_16_10_03_13_1_9939r_20201019_26.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201019_28.JPG,3024,3024,16,1,3,340,258,2820,2519
V006_77_1_16_10_03_13_1_9939r_20201019_29.JPG,3024,3024,16,1,3,199,0,3024,2839
V006_77_1_16_10_03_13_1_9939r_20201026_40.JPG,3024,3024,16,1,3,280,1055,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201026_41.JPG,3024,3024,16,1,3,30,158,2870,2759
V006_77_1_16_10_03_13_1_9939r_20201026_43.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201026_45.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201026_46.JPG,3024,3024,16,1,3,0,0,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201026_47.JPG,3024,3024,16,1,3,366,1158,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201109_68.JPG,3024,3024,16,1,3,497,362,2588,2803
V006_77_1_16_10_03_13_1_9939r_20201130_101.jpg,3024,3024,16,1,3,540,761,2461,2773
V006_77_1_16_10_03_13_1_9939r_20201130_102.jpg,3024,3024,16,1,3,480,672,2491,3013
V006_77_1_16_10_03_13_1_9939r_20201130_103.jpg,3024,3024,16,1,3,210,632,2581,2863
V006_77_1_16_10_03_13_1_9939r_20201130_105.jpg,3024,3024,16,1,3,158,1436,2851,2913
V006_77_1_16_10_03_13_1_9939r_20201130_107.jpg,3024,3024,16,1,3,1151,0,3024,1562
V006_77_1_16_10_03_13_1_9939r_20201130_108.jpg,3024,3024,16,1,3,1628,460,2710,1430
V006_77_1_16_10_03_13_1_9939r_20201130_109.jpg,3024,3024,16,1,3,577,444,2928,3024
V006_77_1_16_10_03_13_1_9939r_20201130_110.jpg,3024,3024,16,1,3,0,655,2628,3024
V006_77_1_16_10_03_13_1_9939r_20201130_111.jpg,3024,3024,16,1,3,237,0,2988,2844
V006_77_1_16_10_03_13_1_9939r_20201130_114.jpg,3024,3024,16,1,3,429,192,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201130_115.jpg,3024,3024,16,1,3,2219,42,3024,2192
V006_77_1_16_10_03_13_1_9939r_20201130_116.jpg,3024,3024,16,1,3,509,292,2980,3024
V006_77_1_16_10_03_13_1_9939r_20201130_117.jpg,3024,3024,16,1,3,89,460,3024,2762
V006_77_1_16_10_03_13_1_9939r_20201130_119.jpg,3024,3024,16,1,3,1758,1604,3024,3024
V006_77_1_16_10_03_13_1_9939r_20201130_120.jpg,3024,3024,16,1,3,0,30,2613,3024
V006_77_1_16_10_03_13_1_9939r_20201130_124.jpg,3024,3024,16,1,3,239,302,2940,2722
V006_77_1_16_10_03_13_1_9939r_20201130_125.jpg,3024,3024,16,1,3,473,1606,2413,3024
V006_77_1_16_10_03_13_1_9939r_20201130_136.JPG,3024,3024,16,1,3,110,476,2690,2437
V006_77_1_16_10_03_13_2_2394r_20201012_20.JPG,3024,3024,16,2,3,199,625,3024,3024
V006_77_1_16_10_03_13_2_2394r_20201012_28.JPG,3024,3024,16,2,3,0,229,2980,3024
V006_77_1_16_10_03_13_2_2394r_20201019_32.JPG,3024,3024,16,2,3,0,414,3024,3024
V006_77_1_16_10_03_13_2_2394r_20201026_39.jpg,3024,3024,16,2,3,389,230,2720,2590
V006_77_1_16_10_03_13_2_2394r_20201026_47.JPG,3024,3024,16,2,3,732,0,2448,2903
V006_77_1_16_10_03_13_2_2394r_20201102_56.JPG,3024,3024,16,2,3,667,462,3024,2943
V006_77_1_16_10_03_13_2_2394r_20201109_62.JPG,3024,3024,16,2,3,607,80,3024,2563
V006_77_1_16_10_03_13_2_2394r_20201109_63.JPG,3024,3024,16,2,3,547,732,2954,2793
V006_77_1_16_10_03_13_2_2394r_20201109_69.JPG,3024,3024,16,2,3,0,316,2579,2877
V006_77_1_16_10_03_13_2_2394r_20201109_72.JPG,3024,3024,16,2,3,0,0,3024,3024
V006_77_1_16_10_03_13_2_2394r_20201109_73.JPG,3024,3024,16,2,3,436,159,2347,2669
V006_77_1_16_10_03_13_2_2394r_20201116_79.JPG,3024,3024,16,2,3,756,1038,2757,2789
V006_77_1_16_10_03_13_2_2394r_20201123_98.JPG,3024,3024,16,2,3,318,600,2929,2901
V006_77_1_16_10_03_13_2_2394r_20201130_108.jpg,3024,3024,16,2,3,373,1366,1317,2771
V006_77_1_16_10_03_13_2_2394r_20201130_129.JPG,3024,3024,16,2,3,185,784,2465,3024
V006_77_1_16_10_03_13_2_2394r_20201130_132.JPG,3024,3024,16,2,3,845,699,3024,2895
V006_77_1_16_10_03_13_2_2394r_20201130_136.JPG,3024,3024,16,2,3,195,330,3024,2955
V006_77_1_16_10_03_13_2_2394r_20201130_138.JPG,3024,3024,16,2,3,0,944,2885,3024
V006_77_1_16_10_03_13_2_3374r_20201130_103.jpg,3024,3024,16,2,3,0,334,1672,2387
V006_77_1_16_10_03_13_2_3374r_20201130_117.jpg,3024,3024,16,2,3,1952,2513,3024,3024
V006_77_1_16_10_03_13_2_3374r_20201130_129.JPG,3024,3024,16,2,3,579,1125,2859,2455
V006_77_1_16_10_03_13_2_3374r_20201130_130.JPG,3024,3024,16,2,3,99,1345,3009,2555
V006_77_1_16_10_03_13_2_4571r_20200922_5.jpg,3024,3024,16,2,3,274,512,2762,2664
V006_77_1_16_10_03_13_2_4571r_20200922_7.jpg,3024,3024,16,2,3,376,468,2668,2562
V006_77_1_16_10_03_13_2_4571r_20201006_12.jpg,3024,3024,16,2,3,442,711,2450,2891
V006_77_1_16_10_03_13_2_4571r_20201026_39.jpg,3024,3024,16,2,3,250,194,3006,2749
V006_77_1_16_10_03_13_2_4571r_20201026_42.jpg,3024,3024,16,2,3,4,110,2822,2692
V006_77_1_16_10_03_13_2_4571r_20201026_47.jpg,3024,3024,16,2,3,520,433,2790,2302
V006_77_1_16_10_03_13_2_4571r_20201102_49.JPG,3024,3024,16,2,3,794,465,2326,2163
V006_77_1_16_10_03_13_2_4571r_20201102_50.JPG,3024,3024,16,2,3,866,1030,2016,2611
V006_77_1_16_10_03_13_2_4571r_20201102_53.JPG,3024,3024,16,2,3,1046,963,3024,3021
V006_77_1_16_10_03_13_2_4571r_20201109_69.jpg,960,960,16,2,3,97,0,770,935
V006_77_1_16_10_03_13_2_4571r_20201109_70.jpg,960,960,16,2,3,246,25,683,959
V006_77_1_16_10_03_13_2_4571r_20201123_97.jpg,960,960,16,2,3,159,97,650,628
V006_77_1_16_10_03_13_2_4571r_20201130_102.jpg,3024,3024,16,2,3,98,146,2689,2832
V006_77_1_16_10_03_13_2_4571r_20201130_104.jpg,3024,3024,16,2,3,296,472,2982,2751
V006_77_1_16_10_03_13_2_4571r_20201130_105.jpg,3024,3024,16,2,3,1130,1406,2583,2790
V006_77_1_16_10_03_13_2_4571r_20201130_111.jpg,3024,3024,16,2,3,163,268,3007,2152
V006_77_1_16_10_03_13_2_4571r_20201130_115.jpg,3024,3024,16,2,3,743,1835,1470,3023
V006_77_1_16_10_03_13_2_4571r_20201130_122.jpg,3024,3024,16,2,3,364,435,2381,2670
V006_77_1_16_10_03_13_2_4571r_20201130_129.JPG,3024,3024,16,2,3,0,205,2664,3023
V006_77_1_16_10_03_13_2_5216r_20200922_6.jpg,3024,3024,16,2,3,82,892,2839,2775
V006_77_1_16_10_03_13_2_5216r_20201006_15.jpg,3024,3024,16,2,3,0,456,2713,3008
V006_77_1_16_10_03_13_2_5216r_20201006_9.jpg,3024,3024,16,2,3,348,78,2707,2823
V006_77_1_16_10_03_13_2_5216r_20201012_26.jpg,3024,3024,16,2,3,240,454,2903,2796
V006_77_1_16_10_03_13_2_5216r_20201026_39.jpg,3024,3024,16,2,3,376,554,2453,2486
V006_77_1_16_10_03_13_2_5216r_20201109_64.JPG,3024,3024,16,2,3,0,0,2839,3024
V006_77_1_16_10_03_13_2_5216r_20201109_66.JPG,3024,3024,16,2,3,0,334,2843,2776
V006_77_1_16_10_03_13_2_5216r_20201109_74.JPG,3024,3024,16,2,3,530,361,2660,2260
V006_77_1_16_10_03_13_2_5216r_20201116_76.JPG,3024,3024,16,2,3,442,181,2279,2827
V006_77_1_16_10_03_13_2_5216r_20201116_80.JPG,3024,3024,16,2,3,542,874,2706,2533
